accX,accY,accZ
4.235,-3.137,1.098
3.294,-2.824,0.784
2.98,-2.196,0.941
3.608,-2.51,1.255
3.608,-3.451,1.412
3.137,-3.922,1.255
2.51,-3.922,1.569
2.039,-3.922,1.569
1.569,-4.392,1.098
1.569,-5.02,0.627
1.725,-5.333,0.157
1.725,-5.961,-0.471
1.882,-6.275,-1.098
1.569,-7.373,-2.039
1.412,-8.157,-2.667
0.941,-9.412,-3.294
0.471,-10.51,-4.392
0.471,-11.451,-4.863
0,-13.49,-6.275
-0.471,-14.118,-6.745
-1.725,-16.157,-7.529
-2.51,-17.255,-7.686
-6.275,-19.294,-9.882
-8.784,-19.922,-11.608
-14.431,-21.02,-12.863
-17.725,-22.275,-13.49
-18.039,-22.745,-13.961
-17.255,-21.961,-15.373
-16.627,-21.333,-15.843
-15.373,-17.725,-18.98
-15.373,-14.118,-21.02
-19.922,-7.059,-24.471
-28.078,-2.824,-22.902
-32,-0.471,-20.863
-32,-1.725,-16.941
-30.431,-6.275,-16.314
-24,-5.961,-15.373
-20.863,-5.647,-16.627
13.176,-18.353,-1.882
43.922,-25.255,2.353
32.941,-25.255,-8.941
-38.431,-11.765,-5.804
-19.922,-7.843,-3.608
1.569,-17.255,1.255
-8.941,-17.098,-1.098
-6.275,-3.137,-3.294
-3.765,-5.02,-0.157
-5.804,-8,-7.686
-5.176,-9.569,-5.176
-5.02,-13.961,-4.706
-2.353,-14.275,-2.353
-0.627,-12.235,-3.922
0.941,-10.353,-3.294
0.157,-9.569,-3.608
-0.157,-8.314,-3.922
-0.471,-7.843,-4.078
-0.941,-7.843,-3.765
1.412,-9.255,-4.863
1.255,-9.255,-5.176
0.627,-9.255,-4.078
1.098,-9.255,-2.51
2.353,-10.039,-2.98
2.039,-10.039,-3.137
0.627,-10.039,-2.51
1.098,-10.039,-2.039
-0.627,-8.784,-2.667
-0.784,-9.725,-2.824
-0.157,-10.039,-2.98
0.471,-9.569,-3.137
0,-9.255,-3.608
0.941,-9.725,-2.98
0.314,-9.255,-3.608
0.471,-9.412,-4.235
0.941,-9.725,-3.765
1.569,-9.882,-3.608
0.314,-9.725,-3.765
0,-9.725,-3.451
0.314,-9.098,-3.765
0,-8.784,-3.608
-0.471,-9.098,-3.922
-0.314,-9.569,-3.137
-0.784,-8.941,-3.922
-1.569,-9.255,-3.608
-1.098,-9.255,-3.608
-0.784,-9.255,-3.608
-1.255,-9.098,-4.078
-1.882,-9.255,-2.98
-0.941,-9.569,-2.667
-1.412,-9.412,-2.98
-0.627,-10.196,-1.412
-0.314,-10.039,-1.882
-0.784,-10.353,-2.039
-0.941,-10.98,-2.667
-0.471,-11.451,-2.824
0,-11.294,-3.608
-0.314,-11.294,-2.824
0,-11.294,-2.667
-0.157,-12.078,-2.824
-1.569,-12.863,-3.137
-2.196,-13.49,-2.51
-1.569,-14.275,-2.51
-1.412,-14.902,-1.098
-2.353,-16.627,-2.98
-2.98,-18.98,0
3.765,-20.078,-2.196
2.824,-19.137,-4.706
6.275,-23.843,2.98
7.686,-22.118,-2.353
5.02,-21.647,-1.412
0.157,-19.765,-1.882
-0.157,-19.294,-3.294
0.784,-19.765,-4.706
0.627,-20.235,-4.863
-2.196,-18.98,-7.843
-1.882,-17.569,-9.412
-2.039,-16.314,-9.412
-2.196,-12.863,-9.882
0.314,-9.569,-12.078
7.686,-9.882,-6.275
6.588,-11.137,-1.569
8.941,-10.196,2.196
9.098,-8,1.569
6.588,-4.078,0.627
4.706,-4.078,0.784
3.922,-3.765,0.941
4.078,-3.294,1.725
4.235,-3.294,1.882
3.765,-3.608,2.51
2.98,-3.608,2.51
1.882,-3.922,2.51
1.725,-4.392,2.51
1.412,-5.02,2.353
1.725,-5.647,2.039
2.196,-5.804,1.882
1.725,-7.059,1.412
1.255,-7.843,0.941
0.314,-9.412,-0.314
-0.157,-9.725,-0.627
-0.941,-10.51,-1.098
-1.412,-10.98,-2.196
-1.882,-11.608,-2.353
-2.51,-12.706,-3.137
-3.137,-13.49,-3.451
-4.863,-15.059,-4.706
-5.961,-16,-5.176
-8.627,-18.039,-7.059
-11.922,-19.765,-9.098
-13.804,-20.549,-10.353
-14.745,-22.745,-12.863
-14.745,-23.529,-14.431
-14.745,-23.686,-16
-15.373,-22.431,-16.941
-15.373,-18.667,-18.98
-14.902,-15.529,-20.706
-18.98,-7.373,-23.529
-28.392,-2.353,-21.804
-33.255,0.157,-20.392
-35.451,0.314,-17.725
-32.627,-2.667,-16.471
-20.392,-8.627,-15.373
-17.725,-6.745,-15.216
-11.922,-5.49,-13.961
23.529,-21.02,3.922
48.627,-24.784,6.118
34.039,-22.588,-2.039
-2.51,-18.98,-3.608
-21.02,-9.882,-2.51
-7.059,-12.549,0.941
-13.961,-16.157,0.314
-14.588,-8.784,1.725
-3.608,-1.882,-5.49
-4.549,-5.961,-12.235
-3.922,-8.627,-9.569
-5.02,-15.373,-4.706
-4.078,-16.314,-2.039
-1.725,-10.51,-4.549
-0.157,-8.784,-4.706
2.667,-9.882,-2.824
3.137,-9.255,-4.235
0.314,-7.843,-2.824
-1.725,-8.627,-2.353
-0.784,-9.412,-2.98
-0.471,-10.353,-3.922
-0.314,-10.353,-4.706
0.941,-9.882,-3.294
2.196,-9.882,-3.294
1.725,-10.196,-2.824
0.941,-9.882,-1.725
1.098,-9.255,-2.196
-0.157,-9.098,-2.824
-0.157,-9.098,-3.137
1.255,-9.882,-3.137
0.941,-9.725,-3.137
-0.157,-9.255,-2.667
-0.314,-9.569,-2.51
-0.471,-9.725,-2.824
-1.412,-9.882,-3.608
-1.255,-10.353,-3.137
-0.471,-10.353,-3.294
-0.471,-10.039,-2.98
-0.314,-10.353,-2.824
-0.157,-10.039,-2.667
-0.471,-9.725,-2.98
-1.412,-9.255,-3.137
-0.784,-9.569,-2.824
-0.784,-9.412,-3.294
-1.412,-8.941,-3.922
-0.784,-9.098,-3.608
-0.941,-8.784,-3.922
-1.412,-8.784,-3.922
-1.882,-8.941,-3.922
-0.627,-9.098,-3.294
-1.882,-8.784,-2.824
-1.882,-9.255,-2.196
-0.471,-9.255,-0.941
-0.784,-9.098,-1.569
-1.569,-9.882,-1.412
-0.941,-10.51,-1.255
-0.627,-10.353,-2.98
-1.255,-10.98,-2.98
-1.098,-10.98,-2.824
-0.941,-10.353,-3.294
-1.725,-10.51,-3.294
-1.725,-11.137,-3.137
-1.255,-11.451,-2.98
-2.039,-11.294,-4.706
-2.353,-11.765,-4.078
-1.725,-12.549,-4.078
-2.039,-13.02,-3.294
-2.039,-14.118,-2.51
-2.51,-15.686,-2.039
-0.157,-17.255,-0.784
0.157,-17.098,-3.137
-0.627,-17.882,-1.255
0.784,-19.608,-0.471
0.314,-18.667,-1.725
-1.412,-17.725,-2.51
-2.353,-18.824,-0.627
-0.471,-18.51,-2.824
5.333,-17.255,-7.843
6.588,-17.255,-8.157
5.02,-16.314,-8.471
3.451,-15.529,-7.843
-2.196,-14.902,-8.314
-5.961,-12.235,-9.569
-5.804,-10.196,-9.882
-1.098,-7.373,-5.804
3.451,-8.627,-2.51
6.118,-8.471,-1.255
7.059,-8,-0.627
8.314,-5.961,1.098
7.686,-5.02,1.569
4.549,-3.294,1.098
2.353,-2.98,1.098
2.196,-3.137,1.098
2.039,-3.451,0.941
1.882,-3.608,1.098
1.725,-4.235,1.412
1.725,-4.392,1.569
1.412,-5.49,2.039
0.627,-5.961,2.039
0.941,-6.745,1.725
1.098,-7.059,1.725
1.412,-7.529,1.569
1.412,-8.157,1.098
0.784,-8.784,0.784
0.471,-9.882,0
0.157,-10.353,-0.627
-0.314,-11.294,-1.255
-0.471,-12.078,-1.725
-1.098,-12.549,-1.882
-1.412,-14.275,-2.353
-2.039,-15.373,-2.824
-2.824,-17.255,-3.608
-2.98,-17.882,-3.765
-4.235,-18.824,-5.333
-7.843,-20.078,-6.431
-10.039,-20.706,-8
-12.392,-21.333,-10.51
-12.392,-21.49,-12.078
-12.078,-21.02,-13.804
-12.549,-20.706,-14.588
-15.059,-19.294,-15.686
-16,-17.412,-16.941
-17.569,-12.392,-19.765
-21.333,-7.373,-21.02
-24.627,-4.863,-20.549
-30.431,-1.882,-18.196
-30.745,-2.196,-16.941
-24.627,-4.392,-15.373
-20.392,-5.49,-14.902
-12.549,-9.569,-14.588
-12.392,-9.569,-13.804
0.314,-12.706,-3.294
33.412,-20.078,7.216
51.608,-23.059,9.412
16.784,-17.725,0.314
-8.471,-13.176,1.725
-16.157,-11.294,1.882
-7.216,-15.216,0.627
-10.51,-14.275,-1.255
-6.118,-2.51,-3.137
1.098,-2.039,-10.51
-0.941,-7.686,-12.078
0.157,-10.98,-6.588
-2.353,-13.804,-5.961
-1.725,-13.02,-3.608
-2.196,-9.255,-4.863
-1.255,-8.784,-4.392
1.255,-8.784,-3.451
-2.667,-8.471,-4.078
-3.922,-9.412,-3.451
-2.824,-10.196,-2.667
-1.725,-9.882,-2.196
0.157,-10.039,-1.255
0.941,-10.824,-1.255
2.353,-11.451,-1.882
1.569,-10.51,-2.98
2.667,-10.039,-2.353
1.255,-9.255,-3.137
0.314,-8.627,-3.608
-0.784,-8.471,-2.824
0,-8.157,-3.608
-0.157,-8.314,-3.294
0.471,-9.098,-2.98
2.51,-9.569,-2.667
2.824,-9.725,-2.667
2.039,-9.412,-2.98
1.725,-9.725,-2.039
1.255,-9.255,-2.667
0,-8.784,-3.137
-0.157,-9.098,-2.98
0.627,-9.098,-3.608
0.471,-8.627,-4.392
-0.314,-8.941,-4.392
0.314,-9.725,-3.922
0.157,-9.725,-4.392
-1.098,-9.569,-4.235
-0.784,-9.725,-4.078
-1.098,-9.725,-3.922
-2.353,-10.353,-3.294
-2.51,-10.353,-2.353
-1.725,-10.196,-3.137
-2.039,-9.882,-3.137
-1.255,-10.353,-2.196
-0.627,-10.353,-2.51
-1.412,-9.725,-2.824
-1.882,-10.039,-2.667
-0.784,-10.196,-2.98
-0.627,-10.667,-3.137
-1.569,-11.137,-3.922
-0.314,-11.451,-3.765
-0.627,-10.98,-3.922
-2.196,-10.98,-3.451
-1.725,-11.608,-2.667
-1.725,-11.922,-3.765
-1.882,-12.392,-3.922
-1.725,-13.176,-3.451
-1.569,-13.647,-4.078
-1.412,-14.745,-2.98
-1.882,-16.314,-2.353
-1.882,-17.569,-1.569
1.569,-18.824,-1.725
1.725,-18.353,-2.824
2.98,-21.176,1.569
4.392,-21.333,0.157
2.353,-20.549,-1.569
1.412,-20.235,-1.882
1.255,-19.608,-2.98
2.196,-19.137,-4.549
2.039,-19.608,-4.235
1.412,-19.294,-2.353
0.941,-18.51,-2.98
1.098,-16,-7.373
-1.255,-13.961,-8.471
-2.196,-11.608,-10.353
0.784,-7.843,-11.608
5.804,-9.098,-6.902
6.118,-10.196,-2.039
7.529,-10.196,0
9.569,-6.588,0.627
8.471,-4.706,0.941
4.863,-2.51,0.941
2.667,-1.882,0.627
2.51,-1.725,0.627
2.824,-2.667,0.627
2.824,-2.98,0.627
2.196,-3.137,0.627
1.569,-3.294,0.627
0.784,-3.294,0.784
0.471,-3.451,0.314
0.941,-3.765,0.471
2.039,-4.235,0.627
2.667,-4.863,0.471
3.137,-6.118,0.314
2.98,-7.059,-0.471
1.882,-8.471,-1.569
1.098,-9.098,-2.667
-0.314,-10.039,-3.765
-1.255,-11.294,-4.078
-1.882,-12.235,-4.078
-2.196,-15.059,-4.235
-2.667,-16.471,-4.706
-5.176,-18.824,-6.118
-7.059,-19.608,-7.216
-10.353,-20.235,-8.941
-10.98,-20.863,-9.412
-11.922,-21.961,-8.784
-12.863,-22.275,-9.882
-12.235,-22.431,-10.51
-10.51,-21.804,-11.294
-10.353,-21.333,-11.765
-12.235,-19.137,-13.02
-14.431,-16.784,-14.431
-19.922,-10.51,-18.039
-26.353,-4.392,-18.51
-29.333,-2.196,-17.255
-32.157,-2.196,-13.02
-30.275,-4.392,-10.98
-23.686,-7.529,-9.412
-19.922,-9.098,-10.353
-17.569,-9.098,-13.961
-13.02,-9.255,-10.667
20.706,-16.627,-3.765
52.078,-21.49,3.451
28.863,-21.02,2.196
-21.176,-13.333,-0.157
-21.176,-11.137,-0.627
-8.471,-16,-1.098
-13.176,-17.255,-0.941
-9.412,-8.941,1.725
-0.784,-7.686,-0.941
1.725,-6.275,-7.059
-1.412,-7.843,-10.196
-2.824,-10.196,-6.745
1.098,-14.118,-5.804
1.412,-11.765,-4.549
1.098,-8.941,-3.451
0.941,-8.941,-4.706
-0.157,-8.784,-4.235
-2.824,-8.314,-4.078
-2.51,-8.784,-4.863
-0.314,-9.255,-3.451
0.627,-9.098,-4.235
0.314,-9.569,-2.51
0.157,-10.039,-2.667
0.941,-10.51,-2.039
0.941,-10.039,-2.196
1.725,-10.196,-2.51
1.882,-10.353,-2.039
0.784,-10.039,-1.725
-0.627,-8.784,-3.765
-0.627,-8.627,-3.294
0.314,-8,-3.922
0.471,-8.314,-3.765
0.471,-8.784,-4.078
1.882,-9.098,-3.765
1.412,-8.941,-3.137
0.157,-8.784,-3.451
0.627,-9.569,-2.51
0.314,-8.941,-2.98
0.314,-8.627,-3.137
0.627,-9.098,-3.137
0.314,-8.941,-3.765
-0.627,-8.471,-4.392
-0.314,-9.255,-3.765
0.157,-9.255,-4.078
-0.471,-9.412,-4.078
-1.255,-9.412,-4.235
-1.255,-10.039,-3.608
-1.569,-10.196,-3.294
-3.137,-10.667,-2.51
-1.882,-10.353,-1.569
-1.255,-10.353,-1.412
-0.784,-10.039,-1.098
0,-10.196,-0.941
0,-10.196,-1.882
-0.157,-10.196,-2.824
-1.569,-10.51,-2.824
-0.784,-11.137,-3.294
0.157,-10.98,-4.078
0.314,-11.922,-4.235
0.314,-12.392,-3.922
-1.255,-12.392,-4.549
-2.196,-12.549,-4.235
-1.882,-13.333,-3.608
-1.882,-13.333,-4.392
-2.667,-13.333,-4.235
-2.353,-15.373,-1.725
-2.039,-15.843,-2.039
-2.98,-18.039,-0.941
-1.098,-18.98,-0.471
0.157,-18.196,-1.569
1.569,-19.451,0
4.078,-21.02,0.784
4.078,-21.02,0.941
4.549,-20.078,-1.098
2.039,-18.039,-3.765
0.471,-17.725,-3.765
1.098,-17.569,-6.588
3.294,-18.196,-6.275
5.176,-17.882,-6.118
3.608,-17.098,-6.118
1.412,-15.373,-8.471
-0.157,-13.961,-9.569
-2.51,-11.608,-9.098
-0.941,-7.216,-8
1.725,-5.647,-7.686
1.725,-7.686,-4.392
2.824,-8.157,-2.667
7.216,-6.902,-0.941
7.843,-5.49,-0.784
6.275,-3.765,0.314
3.922,-2.824,0.314
3.451,-2.353,0.157
3.451,-1.725,0.314
3.765,-1.882,0.471
3.608,-2.51,0.627
3.137,-3.294,0.784
2.039,-3.765,1.098
1.725,-4.078,0.941
1.098,-4.549,0.784
1.255,-5.176,0.627
1.569,-5.333,0.471
1.725,-5.804,-0.157
1.725,-6.275,-0.471
1.569,-7.529,-1.255
1.412,-8,-1.412
1.255,-9.569,-2.353
0.784,-11.137,-2.98
0.314,-12.235,-3.294
-0.784,-14.275,-4.392
-1.725,-14.902,-4.706
-3.137,-17.098,-4.392
-3.608,-18.039,-4.863
-7.216,-19.294,-7.216
-9.725,-19.765,-8.784
-13.804,-20.392,-10.039
-17.255,-21.49,-10.667
-17.725,-21.961,-11.294
-16.471,-21.02,-12.706
-15.373,-20.235,-13.176
-16,-18.824,-13.961
-17.255,-17.882,-14.275
-19.137,-14.275,-16.784
-20.549,-9.569,-18.98
-25.725,-7.216,-19.608
-31.686,-1.412,-16.941
-33.725,-0.471,-15.216
-30.275,-6.275,-15.373
-27.922,-6.588,-15.373
-18.51,-7.373,-13.333
-2.98,-12.235,-7.686
47.529,-20.235,-1.725
29.49,-22.275,-7.843
-7.216,-17.255,-7.529
-9.569,-8.471,-0.627
1.882,-12.392,0.157
-7.686,-15.216,-4.706
-7.216,-8,-3.294
-2.98,-7.529,-0.314
-2.51,-10.667,-0.941
-2.039,-11.137,-5.176
0.941,-11.137,-4.549
3.137,-11.765,-3.765
2.824,-11.608,-2.196
1.412,-10.196,-2.98
-1.255,-7.529,-6.275
-2.039,-7.373,-5.49
-2.353,-8.471,-4.863
1.882,-9.098,-3.922
3.294,-9.412,-2.824
3.608,-9.412,-3.294
4.235,-9.882,-2.51
4.863,-10.51,-0.784
5.647,-10.196,-0.941
3.922,-9.098,-0.627
3.137,-8.784,-1.098
1.255,-8.314,-2.196
0.627,-9.098,-2.196
2.51,-9.255,-2.51
3.451,-9.412,-2.824
2.51,-9.255,-2.98
2.51,-9.255,-2.824
1.882,-9.412,-2.98
0.314,-8.941,-3.765
0.471,-9.255,-3.765
0.471,-9.098,-3.765
-0.157,-8.471,-4.392
-0.784,-8.784,-3.608
0,-9.412,-3.451
0,-9.412,-3.608
-0.784,-9.412,-4.078
-0.157,-10.039,-3.608
0.157,-9.882,-4.549
-1.725,-10.353,-2.98
-2.039,-10.51,-2.98
-1.882,-10.039,-3.451
-1.882,-9.882,-3.608
-1.255,-9.882,-2.98
-1.098,-10.039,-3.137
-2.039,-9.882,-2.98
-1.882,-9.725,-1.725
-1.255,-9.882,-1.882
-0.941,-9.569,-2.667
-1.412,-9.725,-2.824
-0.157,-10.51,-3.137
-0.314,-10.51,-4.549
-1.255,-11.294,-4.549
-1.255,-11.922,-3.922
-0.784,-11.451,-4.235
-2.196,-11.451,-2.98
-1.882,-12.235,-2.196
-1.412,-13.02,-2.51
-1.569,-13.02,-3.608
-1.725,-14.902,-3.137
-0.627,-16,-2.353
-0.784,-17.569,-2.667
-1.569,-18.824,-1.882
1.412,-20.549,-0.471
2.824,-21.333,0.627
3.922,-23.059,1.882
5.176,-23.216,0.314
4.549,-22.745,-0.784
2.039,-20.706,-2.353
0.471,-20.549,-3.294
3.922,-20.078,-6.902
8,-19.608,-6.118
8.157,-18.667,-5.961
7.373,-16.784,-4.078
5.02,-15.686,-4.235
-2.039,-12.235,-8.784
-4.078,-11.765,-8
-3.294,-7.216,-9.569
-1.255,-5.176,-8.471
0.157,-7.216,-5.02
7.059,-8.941,-0.784
9.569,-7.529,0.157
9.569,-4.078,0.941
8.314,-3.608,1.412
4.392,-3.451,1.255
3.137,-2.51,1.098
2.824,-2.039,1.255
2.51,-3.137,1.569
2.353,-3.765,1.412
1.569,-4.549,1.882
1.725,-4.706,1.725
1.098,-5.176,1.412
0.627,-5.49,1.412
0.627,-6.118,0.471
0.941,-6.118,0.157
1.412,-6.588,-0.471
1.098,-7.843,-1.255
0.941,-8.471,-1.725
1.098,-9.725,-2.667
1.098,-10.196,-3.137
0.157,-12.392,-4.235
-0.314,-13.176,-5.176
-0.941,-14.745,-6.745
-1.255,-16,-8.157
-1.882,-16.941,-8.784
-4.706,-18.51,-10.98
-7.373,-19.451,-12.549
-13.176,-20.392,-14.431
-15.686,-20.863,-15.686
-17.725,-22.588,-16.627
-17.882,-22.745,-17.098
-18.196,-21.176,-17.725
-17.882,-18.039,-20.078
-18.039,-14.431,-21.804
-21.647,-6.745,-25.255
-25.412,-4.235,-25.255
-33.098,0,-23.373
-35.137,0.471,-20.863
-29.804,-6.588,-17.255
-27.294,-7.843,-16
-16.627,-8.784,-12.706
19.765,-20.078,3.294
49.882,-25.098,5.49
23.373,-20.863,-7.529
-17.412,-15.686,-6.118
-17.412,-10.51,0.471
-4.235,-15.059,3.294
-14.745,-15.373,-0.314
-5.49,-4.078,-0.627
1.412,-3.137,-8.784
-0.784,-6.431,-12.235
-2.98,-8.471,-10.353
-0.941,-14.588,-5.804
-0.471,-13.333,-4.235
-1.098,-8.784,-4.549
0,-9.412,-4.549
0.314,-10.51,-3.294
-1.882,-9.255,-3.294
-1.882,-8.941,-2.98
0.314,-8.784,-2.98
-0.314,-8.941,-2.51
-0.314,-9.882,-2.51
0.314,-10.98,-2.51
1.098,-10.353,-3.765
2.667,-10.039,-2.51
3.451,-10.196,-2.667
1.882,-8.941,-3.137
1.098,-8.784,-2.824
0.627,-8,-3.294
0.784,-8.157,-3.765
0.471,-9.412,-3.922
1.098,-9.412,-3.608
1.725,-9.098,-4.078
0.941,-8.784,-4.549
0.471,-8.627,-3.451
0.941,-9.098,-3.451
0.314,-8.941,-3.608
-0.471,-8.784,-3.451
0,-9.098,-3.137
0.314,-8.784,-4.235
-0.157,-9.255,-4.078
-0.314,-9.725,-3.608
-1.255,-10.51,-3.137
-2.039,-9.882,-3.922
-2.039,-10.039,-2.824
-1.412,-10.039,-2.98
-2.039,-9.882,-2.824
-1.725,-10.196,-2.667
-1.255,-9.882,-2.98
-2.039,-9.725,-2.51
-2.039,-9.882,-2.196
-0.314,-9.882,-1.725
-0.157,-9.569,-2.667
-0.627,-10.039,-2.353
-0.157,-10.824,-2.196
0.314,-11.294,-3.294
-0.784,-10.667,-3.765
-0.314,-11.451,-3.137
0.471,-11.294,-3.922
-0.314,-11.608,-4.235
-1.255,-13.02,-3.765
-1.098,-13.49,-4.235
-1.725,-13.647,-5.333
-2.51,-13.804,-4.706
-1.569,-15.373,-1.882
-1.725,-17.255,-0.941
-2.51,-18.353,-0.314
0.157,-20.706,1.255
0.784,-20.549,0.471
2.51,-22.902,3.608
3.765,-23.529,2.824
4.549,-21.961,-0.471
4.392,-20.235,-3.294
4.706,-20.392,-4.392
5.647,-20.235,-5.804
5.333,-20.078,-4.863
0.471,-18.824,-2.039
-0.314,-17.412,-3.137
-0.784,-14.902,-8.627
-2.824,-14.275,-8.471
-2.824,-12.706,-7.373
2.824,-6.588,-10.196
3.765,-6.588,-9.255
4.392,-9.569,-2.51
7.843,-9.725,-0.784
9.255,-5.647,0.157
8.314,-3.608,0.157
5.02,-2.824,0.627
3.608,-2.51,0.627
2.51,-1.725,0.471
3.137,-2.824,1.098
2.98,-3.294,1.098
2.51,-3.765,1.255
2.353,-3.922,1.255
1.725,-4.235,1.569
1.255,-4.706,1.725
0.314,-5.333,1.412
0.471,-6.118,1.098
0.784,-6.431,0.941
1.255,-7.686,0.157
0.314,-8.471,-0.784
-1.569,-9.725,-1.882
-1.569,-10.353,-2.039
-1.098,-11.922,-2.196
-0.784,-13.02,-1.882
-1.098,-14.118,-2.51
-3.294,-15.373,-4.235
-3.765,-15.843,-4.863
-5.176,-16.941,-6.275
-6.275,-17.569,-6.745
-10.039,-18.98,-8.157
-11.922,-19.765,-8.314
-16.627,-21.176,-10.51
-18.98,-22.902,-12.863
-19.922,-23.373,-13.333
-21.02,-21.49,-16.784
-21.804,-18.353,-16.314
-20.549,-12.863,-20.863
-20.549,-9.725,-23.686
-25.098,-3.451,-23.529
-29.49,-1.255,-22.275
-38.275,0.157,-18.824
-36.549,-4.706,-16.941
-29.804,-6.745,-16.784
1.255,-17.412,-1.412
30.275,-23.686,1.412
45.02,-26.196,-5.961
6.745,-18.98,-14.902
-21.804,-8.471,-4.706
2.039,-15.373,4.235
-9.255,-16.627,2.196
-6.902,-3.451,-1.882
-2.824,-0.784,-5.176
-7.843,-7.059,-7.529
-7.216,-9.569,-8.157
-2.196,-13.49,-4.863
-1.098,-13.49,-4.235
-0.157,-11.451,-3.608
0.784,-9.098,-4.078
2.196,-9.255,-3.765
1.882,-8.784,-3.451
1.255,-8,-3.765
-0.471,-8.314,-3.451
-0.471,-8.941,-3.451
-1.412,-9.725,-3.765
0,-10.353,-2.824
1.255,-10.039,-3.765
1.882,-9.412,-3.294
1.255,-9.725,-2.824
1.098,-10.039,-3.451
0.784,-9.725,-3.137
-0.314,-8.941,-2.98
-0.314,-9.098,-2.98
0,-9.725,-3.294
-0.314,-9.412,-3.922
-0.627,-9.569,-2.98
0.314,-9.725,-3.294
0.157,-9.569,-3.137
-0.157,-9.569,-2.824
0.157,-9.725,-3.137
0.314,-9.569,-3.765
-0.157,-9.098,-3.137
0.784,-10.039,-3.294
0.471,-9.725,-3.608
-0.157,-9.569,-3.922
0,-9.882,-2.667
0.157,-9.882,-3.294
-0.627,-8.941,-3.922
-1.255,-9.098,-3.608
-0.941,-9.412,-3.294
-1.725,-9.412,-3.137
-2.51,-9.569,-3.294
-2.196,-10.039,-2.824
-2.196,-9.882,-2.98
-2.51,-9.725,-2.353
-1.725,-9.882,-1.255
-0.941,-9.569,-1.098
-0.941,-9.569,-1.255
-0.784,-10.353,-0.627
-0.157,-10.98,-2.667
-0.941,-10.667,-3.294
-1.255,-11.451,-2.98
-1.255,-11.294,-3.294
-1.725,-11.294,-3.294
-2.039,-11.451,-3.137
-0.784,-12.392,-3.451
-0.314,-13.02,-4.235
-0.314,-13.961,-4.549
-0.157,-16.627,-3.765
-0.784,-17.569,-4.549
1.569,-19.765,-3.137
1.412,-18.667,-4.078
2.98,-20.235,0
4.549,-21.02,0.157
3.922,-21.02,-0.784
4.078,-20.706,-1.412
2.196,-20.235,-2.196
-0.941,-20.078,-1.882
0.941,-19.765,-4.549
8.314,-19.294,-7.843
9.412,-18.824,-7.216
1.569,-17.412,-3.922
-0.627,-15.686,-8.627
-4.549,-14.745,-8.471
-5.02,-12.549,-9.725
-3.294,-8.314,-10.353
3.765,-7.843,-4.549
4.078,-9.255,-2.98
7.843,-9.569,-0.627
9.255,-8.471,0.157
9.098,-4.706,1.255
5.02,-3.451,1.569
3.608,-3.451,1.098
3.137,-3.137,1.569
3.137,-3.137,1.412
2.667,-4.235,1.882
2.667,-4.392,2.039
2.039,-4.706,2.353
1.569,-5.02,2.353
1.725,-5.647,2.196
1.255,-5.961,1.882
1.412,-6.118,1.725
1.098,-6.588,0.941
1.098,-6.902,0.784
0.784,-8.471,0
0.471,-9.098,-0.471
0.157,-10.196,-1.412
0.157,-10.98,-1.725
-0.314,-12.235,-2.039
-2.196,-13.961,-2.98
-2.667,-14.745,-3.608
-3.922,-15.686,-4.706
-4.078,-16.314,-5.176
-6.275,-18.039,-5.961
-8,-18.824,-6.588
-12.235,-21.02,-8.157
-15.059,-24,-9.725
-15.686,-25.412,-10.51
-16.627,-28.078,-12.549
-17.255,-28.235,-14.431
-17.098,-24,-19.922
-15.843,-19.765,-23.216
-17.569,-8.471,-27.922
-30.745,-1.255,-23.843
-39.216,0.941,-21.647
-45.176,1.882,-17.255
-41.098,-1.725,-15.843
-24.157,-10.51,-16.314
-18.667,-10.51,-15.843
5.49,-14.431,-3.608
28.078,-20.078,0.157
80,-24.314,4.706
-1.255,-16.627,-8.784
-37.49,-10.353,-7.529
-4.863,-12.863,3.451
-5.647,-20.078,-0.471
-15.843,-9.725,-1.255
-8.784,-2.196,-2.353
-2.98,-5.804,-6.588
-6.275,-10.51,-6.275
-6.275,-11.922,-7.686
-3.451,-13.02,-2.98
-2.824,-12.392,-2.196
0,-10.667,-3.922
1.569,-10.667,-3.765
1.255,-9.725,-3.922
-0.471,-9.098,-3.294
-0.157,-8.314,-4.235
-0.627,-8.314,-3.451
-1.098,-8.471,-3.294
0.314,-10.824,-2.667
0.157,-11.922,-1.882
0,-10.824,-3.451
0.471,-10.353,-2.667
1.255,-9.725,-2.353
1.098,-9.569,-1.569
0.941,-9.882,-1.255
0.314,-9.098,-2.824
0,-9.255,-2.51
-0.314,-9.098,-1.882
0.941,-9.098,-2.51
0.784,-9.569,-2.51
1.255,-9.098,-3.294
2.51,-9.098,-2.353
1.412,-8.784,-3.137
0.941,-8.627,-3.294
1.569,-8.941,-2.98
1.412,-8.471,-3.137
0,-8.784,-3.922
-0.314,-9.255,-2.824
0.314,-9.569,-4.235
0,-9.725,-4.392
-0.784,-9.882,-3.922
-0.157,-10.039,-4.235
-0.471,-9.569,-4.392
-1.412,-10.51,-2.353
-2.039,-10.353,-1.725
-1.255,-10.039,-2.196
-1.098,-9.882,-2.667
0.157,-10.51,-0.941
0.157,-10.353,-2.98
-0.314,-10.51,-3.137
-0.627,-11.451,-2.824
-0.314,-11.451,-3.608
-1.882,-11.137,-4.549
